National Center for Education Statistics
"Revenues (in thousands) of public postsecondary institutions using GASB standards, by state and  source of funds: 2020"

Year,State,Total,Tuition and fees (net of allowances and discounts),Federal grants and contracts,State grants and contracts,Local grants and contracts,Sales and services of auxiliary enterprises,Sales and services of hospitals,Independent operations,Other operating revenues,Federal appropriations,State appropriations,Local appropriations,Federal nonoperating grants,State nonoperating grants,Local nonoperating grants,Gifts,Investment income,Other nonoperating revenues,Capital appropriations,Capital grants and gifts,Additions to permanent endowments,Other revenues and additions
2006,West Virginia,"$1,400,660","$336,192","$199,506","$80,076","$61,171","$153,858",$0,$566,"$49,006","$10,243","$363,046","$1,582","$1,687",$0,$90,"$16,788","$15,812",$309,"$4,856","$62,075",$0,"$43,798"
2006,Wisconsin,"$4,906,643","$911,289","$689,770","$79,771","$214,834","$370,170",$0,$0,"$438,676","$16,052","$1,019,374","$621,514","$73,799",$393,$0,"$217,740","$65,688",$175,"$119,177","$28,248",$235,"$39,736"
2006,Wyoming,"$544,347","$52,241","$58,210","$18,807","$9,099","$43,765",$0,$0,"$30,350",$0,"$229,620","$35,123","$4,078","$1,085",$0,"$12,684","$24,262","$1,621","$5,150",$246,"$16,842","$1,162"
2005,Total,"$229,511,311","$37,018,216","$29,143,532","$6,790,751","$7,529,951","$17,221,572","$20,073,827","$571,091","$13,608,657","$1,783,680","$55,187,961","$8,159,514","$2,927,757","$1,011,705","$103,426","$4,126,843","$8,947,626","$2,698,954","$4,716,068","$3,174,201","$886,885","$3,829,095"
2005,Alabama,"$4,838,097","$782,644","$825,495","$66,289","$109,734","$261,007","$948,652","$51,237","$138,731","$3,478","$1,132,482",$667,"$13,331",$511,"$1,168","$117,839","$215,452","$11,817","$27,390","$76,657","$26,609","$26,905"
2005,Alaska,"$609,769","$70,410","$141,580","$14,468","$44,824","$37,138",$0,$0,"$15,097",$0,"$235,866",$0,$0,$0,$0,$0,"$29,407",$0,"$12,990","$7,988",$0,$0
2005,Arizona,"$3,670,373","$727,201","$658,378","$28,599","$112,649","$274,765",$889,$42,"$78,361","$56,891","$977,055","$512,025","$10,009","$30,968","$3,276","$89,179","$53,643","$12,466","$18,787","$22,234","$2,955",$0
2005,Arkansas,"$2,445,228","$265,538","$203,263","$60,212","$64,363","$144,687","$583,680",$0,"$189,239",$14,"$606,791","$21,810","$125,695","$17,565","$2,824","$45,524","$30,488","$6,352","$6,929","$68,991",$441,$821
2005,California,"$34,326,103","$3,301,542","$3,895,235","$1,226,615","$1,000,350","$2,438,128","$3,962,860",$0,"$4,630,150","$5,471","$7,602,283","$2,051,297","$168,992","$75,582","$2,145","$581,700","$507,012","$715,009","$829,461","$339,395","$49,340","$943,538"
2005,Colorado,"$4,185,640","$820,002","$883,145","$95,439","$110,672","$446,780","$349,902",$0,"$124,759","$497,070","$503,320","$47,292","$4,672",$398,$83,"$92,019","$65,861","$77,564","$12,282","$37,780","$6,194","$10,407"
2005,Connecticut,"$2,675,812","$393,340","$292,395","$32,398","$35,215","$177,090","$215,229",$0,"$440,515",$0,"$770,317",$0,"$2,539","$1,172",$0,"$17,506","$10,525","$111,142","$77,812","$9,164","$2,327","$87,125"
2005,Delaware,"$209,012","$41,413","$25,895","$13,426",$0,"$7,763",$0,"$3,217",$141,$0,"$90,928",$0,$0,$0,"$3,028","$2,641",$485,$-176,"$16,916","$2,389",$0,$946
2005,District of Columbia,"$113,490","$15,411","$14,624","$9,773","$1,066","$1,800",$0,$0,"$3,444",$0,"$5,237","$51,581",$0,$0,$0,$958,"$3,998",$0,"$5,599",$0,$0,$0
2005,Florida,"$8,815,640","$1,206,683","$884,781","$290,855","$644,160","$481,539",$0,$5,"$188,233",$857,"$3,265,716","$126,465","$463,295","$173,191","$2,778","$90,013","$92,129","$171,794","$590,554","$128,743","$1,911","$11,937"
2005,Georgia,"$4,984,846","$804,044","$762,720","$73,640","$267,949","$406,543","$173,322","$9,838","$117,751","$5,173","$1,795,886",$0,"$60,017","$8,655","$11,824","$69,298","$23,120","$1,152","$44,966","$328,772",$0,"$20,179"
2005,Hawaii,"$1,161,800","$117,080","$288,306","$19,581","$28,550","$80,923",$0,"$7,112",$484,$208,"$374,297",$0,$0,"$90,958",$0,"$3,004","$7,583",$196,"$49,185","$24,831",$621,"$68,882"
2005,Idaho,"$892,408","$165,220","$157,577","$37,304","$27,078","$81,521",$0,$0,"$30,452","$3,134","$327,898","$6,050",$0,$0,$0,"$26,496","$6,530","$3,183","$4,296","$15,669",$0,$0
2005,Illinois,"$7,996,230","$1,388,871","$797,793","$160,423","$147,737","$682,613","$379,815","$8,744","$634,768","$34,388","$1,601,567","$725,914","$280,885","$207,195","$17,569","$123,140","$89,864","$484,162","$114,338","$110,441","$1,257","$4,746"
2005,Indiana,"$4,905,339","$1,268,986","$578,254","$129,046","$212,099","$638,345",$0,$0,"$286,030","$15,299","$1,332,793","$6,992",$0,$0,$0,"$137,946","$179,163","$33,250","$9,827","$34,308","$41,585","$1,417"
2005,Iowa,"$3,440,471","$534,052","$549,300","$48,929","$63,340","$323,060","$664,013","$29,075","$211,486",$0,"$752,859","$67,204","$15,417","$1,550",$0,"$88,008","$55,688","$-2,130","$19,832","$18,073",$440,$276
2005,Kansas,"$2,516,114","$479,578","$362,428","$59,940","$59,984","$221,057",$0,$0,"$227,642","$18,456","$689,204","$198,916","$23,970","$3,790","$5,548","$95,417","$20,591","$9,377","$10,851","$28,055",$903,$407
2005,Kentucky,"$3,561,231","$517,111","$496,756","$235,783","$50,369","$194,849","$724,059","$11,335","$98,807","$16,136","$925,266","$11,605","$40,054","$6,392","$3,176","$49,028","$76,866","$7,270","$17,963","$32,931","$35,429","$10,046"
2005,Louisiana,"$3,402,996","$557,550","$501,292","$269,462","$112,562","$256,098","$319,779",$0,"$90,493",$142,"$1,087,287",$0,"$17,530",$14,$0,"$26,806","$30,245","$19,715","$67,356","$31,788","$10,382","$4,495"
2005,Maine,"$730,135","$144,328","$70,698","$40,724","$22,022","$80,498",$0,$0,"$53,516",$199,"$227,017",$0,"$25,491","$1,110",$0,"$13,809","$15,619",$656,"$18,530","$10,496",$541,"$4,881"
2005,Maryland,"$4,908,855","$1,053,950","$676,370","$145,386","$288,270","$459,147",$0,$714,"$182,621","$354,244","$1,011,728","$233,262","$81,142","$16,093","$5,619","$31,327","$84,726","$26,439","$233,067","$11,386",$440,"$12,926"
2005,Massachusetts,"$3,288,770","$720,458","$406,262","$104,626","$86,353","$241,039",$0,"$72,553","$522,963","$7,016","$953,541","$8,544",$79,$1,$0,"$28,694","$43,998","$14,719","$69,856",$931,$2,"$7,136"
2005,Michigan,"$11,129,941","$2,169,959","$1,376,634","$129,465","$316,751","$822,777","$1,841,240","$7,605","$385,245","$7,348","$1,808,733","$519,588","$41,709","$1,707",$267,"$240,731","$1,119,183","$6,352","$63,950","$154,216","$107,211","$9,270"
2005,Minnesota,"$3,887,584","$928,897","$536,204","$102,135","$190,435","$345,342",$0,$0,"$155,532",$0,"$1,110,090",$0,"$29,140","$56,450",$324,"$111,582","$36,083","$145,179","$86,394","$18,225","$5,218","$30,356"
2005,Mississippi,"$2,866,367","$340,913","$534,827","$90,909","$68,460","$176,214","$390,570",$303,"$106,230","$21,822","$770,130","$57,258","$41,902","$33,166",$0,"$42,976","$27,517","$15,500","$99,270","$25,987",$710,"$21,703"
2005,Missouri,"$3,805,938","$713,070","$330,185","$89,873","$81,584","$470,938","$479,732",$0,"$168,422","$19,830","$898,198","$178,863","$69,636","$8,121","$2,207","$86,561","$106,542","$30,240","$6,163","$28,880","$35,104","$1,789"
2005,Montana,"$778,264","$185,993","$177,375","$16,107","$12,938","$83,321",$0,$0,"$60,844","$9,507","$140,638","$5,424","$30,361","$7,548",$0,"$18,407","$8,850","$3,743","$8,831","$3,719","$4,658",$0
2005,Nebraska,"$1,591,432","$242,429","$189,997","$27,841","$88,621","$190,616","$23,775",$0,"$66,866",$0,"$496,088","$75,677","$51,718","$2,539",$414,"$68,478","$28,819","$10,411","$15,785","$9,523","$1,303",$531
2005,Nevada,"$1,144,204","$191,908","$156,353","$47,904","$20,556","$77,372",$0,$0,"$65,963",$0,"$471,522",$0,"$16,091",$0,$0,"$24,556","$45,730","$2,187",$418,"$21,931","$1,713",$0
2005,New Hampshire,"$693,275","$218,332","$91,921","$13,102","$16,770","$131,401",$0,$0,"$25,542","$8,298","$110,435",$0,$0,$515,$296,"$10,510","$5,711","$16,715","$22,660",$547,"$20,521",$0
2005,New Jersey,"$5,571,792","$1,183,057","$596,772","$287,560","$143,778","$395,791","$675,832","$4,168","$190,762","$1,316","$1,557,434","$215,517","$21,070","$6,802",$522,"$60,076","$59,982","$60,686","$63,656","$33,270","$13,305",$437
2005,New Mexico,"$2,405,157","$164,446","$505,110","$96,388","$54,677","$102,531","$366,152","$4,363","$112,020","$19,123","$637,859","$83,527","$3,865",$108,$0,"$21,045","$54,957","$85,000","$46,419","$31,171","$10,677","$5,719"
2005,New York,"$10,951,844","$1,750,760","$1,003,038","$628,232","$419,939","$675,411","$1,250,747",$0,"$199,524","$534,544","$2,956,828","$563,830","$265,111","$5,608","$1,611","$32,680","$133,024","$27,419","$404,979","$80,754","$2,196","$15,609"
2005,North Carolina,"$7,631,014","$916,400","$820,812","$117,463","$174,298","$1,017,013",$0,"$11,638","$60,652","$26,977","$2,562,993","$142,294","$259,658","$35,427","$13,966","$179,441","$226,120","$29,135","$248,443","$709,954","$58,442","$19,887"
2005,North Dakota,"$735,132","$182,833","$167,640","$10,045","$22,745","$74,655",$0,$0,"$47,330","$5,287","$187,962","$1,713",$778,$0,$17,"$16,256","$5,891",$851,"$4,478","$6,398",$253,$0
2005,Ohio,"$9,485,946","$2,314,345","$894,202","$217,665","$309,816","$760,026","$1,455,094","$59,347","$340,167",$210,"$1,912,239","$173,574","$94,803","$24,485",$619,"$173,027","$383,890","$16,071","$233,711","$45,024","$71,066","$6,564"
2005,Oklahoma,"$3,134,804","$448,723","$402,744","$137,553","$106,334","$331,775",$0,"$219,920","$115,061",$955,"$799,261","$230,979","$37,136","$24,570",$603,"$37,016","$20,424","$65,301","$18,120","$110,667","$4,324","$23,338"
2005,Oregon,"$3,654,066","$665,691","$662,127","$127,142","$135,511","$224,119","$631,476",$0,"$161,417","$8,922","$534,487","$148,824","$58,527","$8,820",$704,"$115,321","$110,701","$1,273","$1,790","$24,379",$0,"$32,832"
2005,Pennsylvania,"$2,593,774","$802,584","$194,905","$163,216","$35,061","$261,843",$0,$0,"$63,875","$9,382","$701,612","$155,250","$60,593","$12,318","$2,469","$14,820","$23,444","$4,009","$45,466","$36,242",$-378,"$7,064"
2005,Rhode Island,"$552,590","$163,959","$70,888","$17,074","$3,851","$72,067",$0,"$14,816","$6,296",$0,"$168,731",$0,$0,$0,$0,"$9,498","$1,417",$975,"$19,654","$3,365",$0,$0
2005,South Carolina,"$2,891,391","$726,001","$485,071","$209,487","$52,704","$248,512",$0,$602,"$176,896","$10,986","$673,181","$46,149","$5,048","$7,418",$182,"$86,622","$25,769","$8,206","$33,300","$51,388","$15,242","$28,627"
2005,South Dakota,"$501,190","$120,804","$92,661","$13,236","$21,605","$42,575",$0,"$11,205","$23,753","$6,708","$147,505",$0,"$1,892",$0,$0,$55,"$2,127","$1,360","$2,972","$10,347",$60,"$2,325"
2005,Tennessee,"$3,167,667","$607,689","$191,852","$138,393","$228,153","$208,908","$1,513",$0,"$125,917","$11,661","$1,101,081",$0,"$229,546","$71,448",$746,"$51,452","$104,112","$4,364","$45,635","$26,342","$17,329","$1,527"
2005,Texas,"$24,198,244","$2,666,572","$2,853,204","$461,646","$779,443","$741,675","$2,346,061","$36,838","$1,365,360","$26,513","$4,352,058","$869,053","$48,837","$1,703",$655,"$428,366","$3,956,155","$409,128","$155,862","$146,469","$215,080","$2,337,566"
2005,Utah,"$3,136,189","$379,893","$422,262","$38,561","$84,994","$150,515","$746,425",$0,"$439,160",$0,"$632,640",$0,"$15,260","$1,207",$0,"$43,462","$74,927","$2,198","$30,890","$56,372","$17,423",$0
2005,Vermont,"$585,720","$204,262","$113,455","$12,232","$32,112","$65,370",$0,$0,"$22,016",$0,"$61,620",$0,"$3,975",$0,$0,"$14,826","$35,866",$679,"$6,398","$5,636","$4,895","$2,375"
2005,Virginia,"$6,133,583","$1,232,577","$859,554","$54,138","$119,335","$696,592","$796,332",$0,"$128,762",$0,"$1,321,848","$2,576","$7,215","$18,320",$45,"$193,740","$356,214","$16,178","$237,561","$77,932","$11,939","$2,725"
2005,Washington,"$5,967,342","$921,328","$999,823","$208,555","$233,953","$382,346","$746,675",$0,"$234,718","$8,550","$1,215,336",$0,"$108,972","$47,779","$18,673","$86,424","$283,640","$17,410","$340,661","$39,912","$72,109",$478
2005,West Virginia,"$1,279,523","$302,087","$209,602","$75,347","$45,064","$138,270",$0,"$6,413","$43,744","$10,829","$354,732",$741,"$2,937",$3,$69,"$12,240","$10,415","$9,254",$472,"$45,831",$170,"$11,302"
2005,Wisconsin,"$4,761,858","$848,159","$670,765","$78,786","$233,993","$355,119",$0,$0,"$415,967","$16,734","$1,023,024","$590,122","$86,745",$396,$0,"$206,009","$45,266","$1,210","$117,041","$28,472",$634,"$43,416"
2005,Wyoming,"$597,121","$49,132","$61,001","$17,780","$7,127","$42,090",$0,$0,"$34,933",$0,"$210,359","$28,933","$2,115",$101,$0,"$10,312","$11,859","$3,964","$96,302",$226,"$14,302","$6,586"
2004,Total,"$218,786,585","$33,823,096","$28,049,353","$7,059,033","$7,142,181","$16,568,778","$18,038,139","$902,906","$13,271,902","$1,605,095","$53,733,360","$8,542,562","$2,605,966","$986,967","$98,039","$3,757,741","$6,643,439","$3,099,905","$4,819,480","$3,152,166","$995,169","$3,891,309"
2004,Alabama,"$4,619,801","$691,668","$803,804","$55,256","$101,125","$247,378","$861,719","$51,792","$272,925","$3,458","$1,095,040",$712,"$17,170",$931,$707,"$86,461","$206,974","$11,422","$22,642","$63,213","$25,404",$2
2004,Alaska,"$640,120","$62,499","$140,054","$12,265","$40,708","$36,241",$0,$0,"$15,751",$0,"$220,813","$5,800",$0,$0,$0,$208,"$17,863","$1,317","$29,062","$57,508",$0,$31
2004,Arizona,"$3,372,454","$650,500","$613,622","$28,324","$103,133","$260,112",$0,$0,"$73,507","$54,293","$888,236","$476,381","$6,094","$25,096","$1,367","$83,879","$39,975","$17,372","$15,433","$22,994","$2,231","$9,906"
2004,Arkansas,"$2,287,724","$237,443","$208,103","$66,536","$61,277","$149,686","$535,148",$0,"$151,847",$0,"$590,637","$20,238","$117,799","$17,031","$1,543","$41,710","$22,050","$9,541","$17,360","$32,612",$79,"$7,082"
2004,California,"$33,037,826","$2,893,302","$3,777,563","$1,173,673","$984,601","$2,287,512","$3,679,835",$0,"$4,599,658","$3,382","$7,431,037","$2,414,493","$157,841","$75,973","$6,741","$573,691","$375,533","$686,142","$748,629","$445,726","$25,266","$697,227"
2004,Colorado,"$3,994,929","$774,606","$838,404","$101,774","$109,110","$442,763","$284,611",$0,"$118,476","$444,349","$501,523","$42,052","$4,668","$1,571",$64,"$86,416","$54,365","$73,582","$9,369","$87,435",$961,"$18,832"
2004,Connecticut,"$2,352,554","$355,695","$270,347","$30,423","$35,539","$162,681","$190,067","$25,078","$307,036",$0,"$718,291",$0,"$2,482","$23,442",$0,"$17,324","$5,917","$52,214","$54,493","$8,243",$386,"$92,895"
2004,Delaware,"$187,138","$35,037","$24,493","$11,884",$0,"$9,274",$0,"$3,450",$84,$0,"$86,035",$0,$0,$0,"$2,661","$2,414",$268,$5,"$9,639",$114,$0,"$1,781"
2004,District of Columbia,"$110,522","$14,038","$15,512","$7,564",$934,"$2,863",$0,$0,"$1,569",$0,"$4,139","$50,861",$0,$0,$0,"$1,053","$2,417",$0,"$9,572",$0,$0,$0
2004,Florida,"$7,919,904","$1,175,331","$968,971","$303,723","$517,745","$459,750",$0,$6,"$180,379",$805,"$3,068,749","$110,492","$280,093","$70,922","$4,737","$55,364","$38,658","$21,598","$493,069","$149,333","$14,006","$6,172"
2004,Georgia,"$4,955,260","$773,162","$769,498","$219,147","$316,643","$378,824",$0,"$11,086","$114,224","$5,863","$1,751,732","$5,541","$70,166","$6,567","$12,851","$38,120",$-731,"$19,016","$16,257","$423,644",$14,"$23,633"
2004,Hawaii,"$1,112,058","$111,365","$272,498","$16,558","$23,230","$79,466",$0,"$7,207",$493,$82,"$459,620",$0,$0,"$94,800",$0,"$2,128","$9,843","$4,015","$20,685","$8,795",$152,"$1,123"
2004,Idaho,"$840,056","$141,633","$152,399","$34,156","$26,654","$74,978",$0,$0,"$35,565",$0,"$317,794","$5,635","$1,241",$9,$445,"$24,604","$8,194","$-7,083","$3,939","$19,893",$0,$0
2004,Illinois,"$8,983,524","$1,222,510","$742,629","$198,686","$119,054","$667,922","$336,946","$7,858","$774,729","$22,301","$1,822,869","$680,732","$269,495","$373,811","$16,528","$127,356","$67,835","$1,218,837","$138,038","$172,679","$2,285",$424
2004,Indiana,"$4,655,840","$1,179,522","$562,192","$110,412","$196,926","$630,893",$0,$0,"$283,123","$15,223","$1,294,406","$6,848",$0,$0,$0,"$136,535","$143,832","$6,857","$12,585","$39,895","$34,828","$1,762"
2004,Iowa,"$3,340,524","$500,542","$526,000","$43,870","$64,187","$311,336","$609,438","$27,807","$209,744",$0,"$750,111","$66,306","$16,145","$1,033",$0,"$74,298","$51,159","$-1,032","$36,820","$50,234","$1,303","$1,224"
2004,Kansas,"$2,395,999","$423,302","$352,065","$49,981","$59,990","$213,965",$0,$0,"$225,974","$20,203","$663,867","$192,994","$12,919","$1,444",$377,"$75,515","$17,211","$7,516","$15,575","$51,073","$1,228","$10,799"
2004,Kentucky,"$3,418,774","$441,616","$439,515","$223,199","$51,632","$192,870","$634,273","$12,028","$96,898","$22,432","$984,564","$10,084","$45,088","$7,522","$5,450","$55,396","$92,483","$12,469","$28,181","$26,466","$31,260","$5,349"
2004,Louisiana,"$3,266,033","$499,039","$486,604","$245,170","$114,909","$242,776","$299,013",$0,"$84,908",$194,"$1,081,957",$0,"$15,763",$0,$0,"$24,256","$17,248","$34,736","$79,866","$12,206","$19,471","$7,916"
2004,Maine,"$710,322","$137,433","$71,021","$38,711","$21,115","$78,312",$0,$0,"$53,359",$199,"$216,910",$0,"$26,501",$47,$0,"$10,794","$18,839","$1,722","$21,088","$7,232","$2,004","$5,034"
2004,Maryland,"$4,561,412","$959,547","$585,563","$142,855","$231,783","$430,004",$0,"$1,980","$177,474","$312,261","$993,743","$216,456","$77,963","$7,859","$4,525","$26,188","$72,352","$31,053","$255,517","$14,399","$4,479","$15,409"
2004,Massachusetts,"$2,817,166","$666,342","$392,315","$97,605","$81,115","$224,916",$0,"$69,920","$281,859","$6,849","$839,608","$7,798",$86,$2,$0,"$21,109","$31,683","$17,012","$65,544","$4,094",$26,"$9,282"
2004,Michigan,"$10,468,149","$2,055,407","$1,312,470","$130,752","$322,349","$795,098","$1,712,285","$6,981","$361,943","$7,022","$1,732,715","$503,319","$40,118","$1,424",$208,"$201,403","$932,758","$6,724","$157,682","$94,473","$92,998",$20
2004,Minnesota,"$3,809,567","$872,150","$535,769","$90,608","$196,858","$329,781",$0,$0,"$148,816",$0,"$1,120,554",$0,"$28,351","$50,245",$55,"$112,472","$31,771","$112,616","$124,711","$28,586","$5,623","$20,602"
2004,Mississippi,"$2,735,728","$302,936","$510,182","$95,236","$66,418","$193,714","$390,015",$935,"$82,938","$23,418","$757,429","$55,899","$38,711","$6,841",$0,"$37,343","$21,903","$4,006","$87,488","$22,146","$1,739","$36,432"
2004,Missouri,"$3,675,638","$650,966","$300,869","$99,727","$75,279","$440,216","$409,557",$0,"$181,952","$19,887","$880,792","$186,026","$63,808","$7,936","$2,111","$65,319","$115,151","$14,886","$57,114","$54,991","$19,206","$29,847"
2004,Montana,"$732,404","$170,129","$165,210","$14,568","$16,041","$80,993",$0,$0,"$55,237","$3,912","$148,593","$5,404","$25,484","$5,134",$0,"$16,651","$3,164","$5,954","$10,017","$5,249",$664,$0
2004,Nebraska,"$1,616,070","$220,106","$173,620","$25,736","$82,890","$186,096","$109,067",$0,"$50,283",$913,"$486,098","$68,594","$52,324","$2,128",$355,"$66,218","$32,311","$19,620","$12,082","$20,695","$2,559","$4,374"
2004,Nevada,"$1,170,378","$166,107","$141,706","$43,756","$19,874","$80,610",$0,$0,"$61,028",$0,"$454,107",$0,"$15,256",$0,$0,"$22,611","$54,621",$-853,"$86,101","$23,642","$1,812",$0
2004,New Hampshire,"$671,597","$203,102","$92,076","$12,233","$14,612","$122,756",$0,$0,"$22,729","$7,635","$106,405",$0,$0,$2,$0,"$12,652","$2,257","$9,825","$36,064",$635,"$28,614",$0
2004,New Jersey,"$5,346,760","$1,095,789","$567,523","$269,850","$134,326","$366,042","$624,625","$3,471","$278,868","$2,361","$1,425,560","$215,167","$20,131","$6,119",$400,"$82,855","$43,770","$67,954","$63,239","$69,255","$9,455",$1
2004,New Mexico,"$2,261,815","$147,529","$447,966","$86,432","$64,904","$97,939","$348,898","$4,282","$102,086","$19,507","$606,600","$75,811","$3,868",$112,$0,"$25,374","$67,931","$85,371","$37,933","$22,062","$12,562","$4,646"
2004,New York,"$10,768,517","$1,738,991","$1,040,811","$639,402","$435,810","$613,954","$1,373,510",$0,"$157,104","$471,720","$2,894,679","$519,145","$271,850","$5,898","$1,282","$35,488","$83,535","$53,391","$304,971","$14,782","$2,269","$109,925"
2004,North Carolina,"$6,954,689","$827,660","$874,460","$114,455","$151,476","$974,533",$0,"$12,482","$68,666","$22,825","$2,334,186","$130,037","$157,629","$25,400","$6,807","$171,611","$224,822","$21,101","$309,991","$474,673","$34,889","$16,987"
